client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,avg_score,score_trend,academic_risk,attendance_rate,avg_lesson_attendance,attendance_trend,days_since_last_attendance,lifetime_days,age_group,has_parent,subscribed,has_vk,communication_count,avg_duration_lesson,score_volatility
499,Ученик_499,13,27.02.2013,79745382835,student499@example.com,Ольга,Друг,2025-02-26,7,5,2025-01-03,2025-11-04,41,44,Бывший клиент,Северный,Елена,Да,,1,1.83,-0.0173290296550333,1,0.7142857142857143,0.7142857142857143,0.0,119,400,13-15,True,1,False,1,1.5,0.7234178138070235
500,Ученик_500,13,21.06.2012,79962635127,student500@example.com,Анна,Соцсети,2024-11-21,10,5,,,53,58,Бывший клиент,Южный,Елена,Нет,,0,3.62,0.006841121495327083,0,0.5,0.5,0.0,213,497,13-15,True,0,False,1,1.5,0.6184658438426489
501,Ученик_501,14,03.08.2011,79442839009,student501@example.com,Ольга,Давно знаю,2024-08-30,7,6,2024-08-09,,75,84,Клиент,Северный,,Да,vk.com/id123,1,2.75,-0.03888888888888889,1,0.8571428571428571,0.8571428571428571,0.0,508,580,13-15,False,1,True,1,1.4285714285714286,0.4949747468305834
502,Ученик_502,14,01.04.2012,79081635326,student502@example.com,Анна,Сайт,2024-09-23,8,6,,,78,82,Клиент,Южный,,Нет,,0,3.78,0.003656852701438682,0,0.75,0.75,0.0,569,556,13-15,False,0,False,1,1.375,1.0400320507881795
503,Ученик_503,13,05.08.2012,79801179178,student503@example.com,Ольга,Сайт,2024-09-22,4,4,,,55,58,Клиент,Южный,,Нет,vk.com/id123,0,3.05,-0.0005988023952095844,0,1.0,1.0,0.0,508,557,13-15,False,0,True,1,1.375,0.07071067811865497
504,Ученик_504,13,29.12.2012,79246109712,student504@example.com,Анна,Соцсети,2025-01-30,7,7,2025-12-02,2025-02-04,49,62,Бывший клиент,Основной,,Да,,0,2.23,-0.011269324304582816,1,1.0,1.0,0.0,151,427,13-15,False,1,False,1,1.3571428571428572,0.857126983980009
505,Ученик_505,17,25.05.2008,79659091699,student505@example.com,Анна,Сайт,2026-02-15,4,4,,,56,59,Клиент,Основной,Елена,Да,vk.com/id123,1,3.48,0.0017359134889015373,0,1.0,1.0,0.0,-245,46,16-18,True,1,True,1,1.25,0.5315072906367324
506,Ученик_506,12,02.07.2013,79964350290,student506@example.com,Дмитрий,Давно знаю,2024-12-14,3,3,,,59,72,Клиент,Южный,Елена,Нет,,0,3.37,-0.0045089587559161625,0,1.0,1.0,0.0,183,474,10-12,True,0,False,1,1.5,0.9013217807092827
507,Ученик_507,12,28.07.2013,79513592269,student507@example.com,Ольга,Реклама,2025-07-19,6,5,,,61,62,Бывший клиент,Южный,Елена,Да,vk.com/id123,1,3.57,0.014119352066794056,0,0.8333333333333334,0.8333333333333334,0.0,145,257,10-12,True,1,True,1,1.3333333333333333,0.9551863443229036
508,Ученик_508,11,10.10.2014,79740034196,student508@example.com,Анна,Соцсети,2025-11-23,5,3,,2026-11-02,74,80,Бывший клиент,Основной,Елена,Да,,1,2.55,-0.033529474697763996,1,0.6,0.6,0.0,264,130,10-12,True,1,False,1,1.2,0.957427107756338
509,Ученик_509,15,20.12.2010,79589015467,student509@example.com,Юлиана,Соцсети,2024-06-24,9,5,,2024-07-08,43,44,Бывший клиент,Северный,Елена,Нет,vk.com/id123,0,2.63,-0.032696994313566194,1,0.5555555555555556,0.5555555555555556,0.0,481,647,13-15,True,0,True,1,1.5,0.7371114795831994
510,Ученик_510,15,08.08.2010,79226057528,student510@example.com,Ольга,Друг,2025-04-18,4,4,,,49,57,Клиент,Северный,Елена,Нет,,0,1.48,-0.009519307686713689,1,1.0,1.0,0.0,452,349,13-15,True,0,False,1,1.625,0.6997618642557384
511,Ученик_511,12,27.09.2013,79874230575,student511@example.com,Дмитрий,Сайт,2024-12-26,7,6,2025-02-01,2025-08-03,65,72,Клиент,Основной,,Да,vk.com/id123,0,3.2,0.001499366821443633,0,0.8571428571428571,0.8571428571428571,0.0,121,462,10-12,False,1,True,1,1.5,0.7293833011524187
512,Ученик_512,11,06.12.2014,79507865951,student512@example.com,Дмитрий,Друг,2025-12-10,4,3,,,33,37,Клиент,Основной,Елена,Да,vk.com/id123,0,3.28,-0.005329228562034855,0,0.75,0.75,0.0,-121,113,10-12,True,1,True,1,1.625,1.121160113453917
513,Ученик_513,11,24.07.2014,79603591560,student513@example.com,Ольга,Реклама,2025-11-06,7,6,,,64,74,Бывший клиент,Южный,Елена,Нет,,0,2.3,0.01055656726610516,1,0.8571428571428571,0.8571428571428571,0.0,111,147,10-12,True,0,False,1,1.5714285714285714,0.6041522986797284
514,Ученик_514,14,15.02.2012,79900839013,student514@example.com,Юлиана,Реклама,2026-02-17,9,5,,2026-08-05,77,80,Бывший клиент,Южный,,Нет,,0,1.0,3.910572588344815e-18,1,0.5555555555555556,0.5555555555555556,0.0,-215,44,13-15,False,0,False,1,1.5,0.0
515,Ученик_515,11,16.10.2014,79021298026,student515@example.com,Ольга,Сайт,2024-09-29,3,3,2024-08-10,,80,89,Клиент,Северный,Елена,Нет,,0,2.73,-0.019540441176470587,1,1.0,1.0,0.0,478,550,10-12,True,0,False,1,1.5,1.0801234497346432
516,Ученик_516,10,23.04.2015,79349063037,student516@example.com,Анна,Друг,2024-10-02,7,5,2024-08-10,,43,49,Клиент,Южный,Елена,Да,,1,1.9,-0.01151525310090514,1,0.7142857142857143,0.7142857142857143,0.0,631,547,10-12,True,1,False,1,1.2142857142857142,0.6244997998398399
517,Ученик_517,11,20.08.2014,79932284555,student517@example.com,Дмитрий,Давно знаю,2025-06-15,9,7,,2025-12-08,47,58,Клиент,Основной,Елена,Нет,vk.com/id123,0,2.93,-0.02956600361663654,1,0.7777777777777778,0.7777777777777778,0.0,176,291,10-12,True,0,True,1,1.5,1.4189197769195177
518,Ученик_518,13,15.10.2012,79368965063,student518@example.com,Дмитрий,Соцсети,2024-04-28,3,3,2024-02-05,,58,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,0,2.82,0.005358177434728173,0,1.0,1.0,0.0,574,704,13-15,True,1,True,1,1.8333333333333333,0.41129875597510224
519,Ученик_519,14,07.05.2011,79953151819,student519@example.com,Ольга,Сайт,2025-04-29,9,5,2025-07-05,2025-09-06,33,41,Бывший клиент,Северный,Елена,Нет,,0,3.33,-0.009026687598116178,0,0.5555555555555556,0.5555555555555556,0.0,118,338,13-15,True,0,False,1,1.2777777777777777,0.2886751345948129
520,Ученик_520,10,02.10.2015,79781439680,student520@example.com,Дмитрий,Друг,2024-12-18,8,6,,,63,68,Клиент,Основной,Елена,Да,vk.com/id123,0,4.77,-0.000327000934288387,0,0.75,0.75,0.0,121,470,10-12,True,1,True,1,1.3125,0.20816659994661316
521,Ученик_521,13,12.04.2012,79943487251,student521@example.com,Анна,Давно знаю,2024-05-05,9,7,2024-10-05,2024-11-06,32,37,Клиент,Северный,,Да,vk.com/id123,0,2.4,-1.494068485641135e-17,1,0.7777777777777778,0.7777777777777778,0.0,574,697,13-15,False,1,True,1,1.6111111111111112,0.0
522,Ученик_522,10,22.03.2016,79332184213,student522@example.com,Юлиана,Соцсети,2025-05-18,3,3,,,48,58,Клиент,Основной,,Да,vk.com/id123,1,4.07,-0.004538596173577161,0,1.0,1.0,0.0,300,319,10-12,False,1,True,1,1.1666666666666667,0.5125101625008686
523,Ученик_523,11,11.11.2014,79712480457,student523@example.com,Анна,Соцсети,2025-01-25,4,2,2025-01-02,,84,91,Бывший клиент,Северный,,Да,vk.com/id123,0,1.24,-0.007331975560081474,1,0.5,0.5,0.0,151,432,10-12,False,1,True,1,1.75,0.5366563145999496
524,Ученик_524,12,21.10.2013,79145078524,student524@example.com,Дмитрий,Соцсети,2026-02-10,4,3,,,66,69,Бывший клиент,Южный,Елена,Нет,,0,2.59,0.002306777806298209,0,0.75,0.75,0.0,-244,51,10-12,True,0,False,1,1.625,0.7646972634722217
525,Ученик_525,12,07.06.2013,79975948807,student525@example.com,Дмитрий,Друг,2025-07-26,10,7,2025-06-08,2025-04-10,59,70,Бывший клиент,Северный,Елена,Нет,,0,3.87,-0.009446406689252482,0,0.7,0.7,0.0,236,250,10-12,True,0,False,1,1.6,1.106044001535804
526,Ученик_526,16,11.12.2009,79167200433,student526@example.com,Дмитрий,Давно знаю,2026-02-26,10,8,2026-10-03,,69,81,Клиент,Северный,Елена,Нет,,0,3.88,0.001564164648910408,0,0.8,0.8,0.0,-215,35,16-18,True,0,False,1,1.65,0.8057087976847879
527,Ученик_527,10,12.07.2015,79321704344,student527@example.com,Ольга,Реклама,2025-10-18,9,6,,,52,60,Клиент,Основной,,Да,,1,3.17,0.00043591979075849644,0,0.6666666666666666,0.6666666666666666,0.0,234,166,10-12,False,1,False,1,1.6666666666666667,0.11547005383792519
528,Ученик_528,15,08.11.2010,79442098017,student528@example.com,Анна,Друг,2025-10-03,11,7,2025-05-10,,75,77,Клиент,Южный,Елена,Нет,vk.com/id123,0,3.62,-0.019888346127006296,0,0.6363636363636364,0.6363636363636364,0.0,202,181,13-15,True,0,True,1,1.5909090909090908,0.6075908711186062
529,Ученик_529,13,29.11.2012,79453376084,student529@example.com,Дмитрий,Реклама,2024-09-04,9,9,,2024-01-11,46,58,Клиент,Южный,Елена,Да,,0,4.59,-0.016030437539632247,0,1.0,1.0,0.0,569,575,13-15,True,1,False,1,1.6111111111111112,0.4140393356054126
530,Ученик_530,11,27.05.2014,79201864129,student530@example.com,Ольга,Сайт,2024-04-05,4,2,2024-10-04,,34,39,Бывший клиент,Основной,Елена,Нет,,0,1.0,2.685521699323943e-18,1,0.5,0.5,0.0,697,727,10-12,True,0,False,1,1.125,0.0
531,Ученик_531,12,08.11.2013,79201637382,student531@example.com,Дмитрий,Давно знаю,2025-02-28,6,3,2025-09-03,2025-10-04,32,41,Бывший клиент,Северный,Елена,Нет,,0,1.01,-0.0007066999843823136,1,0.5,0.5,0.0,150,398,10-12,True,0,False,1,1.5,0.03779644730092277
532,Ученик_532,11,11.03.2015,79134259822,student532@example.com,Юлиана,Друг,2025-03-09,6,1,2025-10-03,2025-03-06,85,86,Бывший клиент,Южный,,Да,,1,1.34,-0.007978363759296819,1,0.16666666666666666,0.16666666666666666,0.0,180,389,10-12,False,1,False,1,1.4166666666666667,0.5272570530585627
533,Ученик_533,16,02.04.2010,79367126134,student533@example.com,Юлиана,Реклама,2025-12-14,8,7,,2026-10-02,51,58,Бывший клиент,Северный,,Нет,vk.com/id123,0,3.5,0.006711409395973152,0,0.875,0.875,0.0,-91,109,16-18,False,0,True,1,1.3125,0.7071067811865476
534,Ученик_534,10,24.07.2015,79905750942,student534@example.com,Дмитрий,Сайт,2025-03-24,8,8,2025-01-04,,73,81,Клиент,Основной,Елена,Да,,0,2.75,-0.009183673469387765,0,1.0,1.0,0.0,118,374,10-12,True,1,False,1,1.5,0.636396103067893
535,Ученик_535,13,17.09.2012,79889328868,student535@example.com,Дмитрий,Давно знаю,2025-06-01,11,5,2025-11-06,,41,51,Бывший клиент,Основной,,Нет,,0,2.43,-0.023643410852713126,1,0.45454545454545453,0.45454545454545453,0.0,145,305,13-15,False,0,False,1,1.5454545454545454,0.4725815626252611
536,Ученик_536,14,06.04.2011,79792012381,student536@example.com,Дмитрий,Реклама,2025-07-07,11,6,,,72,82,Бывший клиент,Основной,Елена,Нет,vk.com/id123,0,1.15,-0.0027272727272727284,1,0.5454545454545454,0.5454545454545454,0.0,268,269,13-15,True,0,True,1,1.4545454545454546,0.21213203435596437
537,Ученик_537,13,16.02.2013,79170307732,student537@example.com,Анна,Друг,2026-01-01,3,0,,,68,81,Бывший клиент,Южный,Елена,Нет,,0,1.0,3.5390919860006825e-18,1,0.0,0.0,0.0,-1,91,13-15,True,0,False,1,1.6666666666666667,0.0
538,Ученик_538,15,29.06.2010,79387005172,student538@example.com,Юлиана,Друг,2025-08-12,8,7,,,56,70,Клиент,Основной,,Нет,vk.com/id123,0,4.45,0.004167383204356552,0,0.875,0.875,0.0,143,233,13-15,False,0,True,1,1.6875,0.9036961141150641
539,Ученик_539,12,15.12.2013,79179701810,student539@example.com,Анна,Давно знаю,2025-09-19,3,2,,,82,88,Клиент,Северный,Елена,Нет,vk.com/id123,0,2.15,0.011111111111111096,1,0.6666666666666666,0.6666666666666666,0.0,143,195,10-12,True,0,True,1,1.3333333333333333,0.21213203435596414
540,Ученик_540,12,15.09.2013,79398786278,student540@example.com,Юлиана,Реклама,2024-04-15,8,6,,,61,73,Клиент,Основной,Елена,Нет,vk.com/id123,0,4.44,0.00723466407010711,0,0.75,0.75,0.0,604,717,10-12,True,0,True,1,1.375,0.568330889535313
541,Ученик_541,10,24.07.2015,79692107026,student541@example.com,Ольга,Давно знаю,2025-08-06,6,5,,2025-07-10,54,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,1,1.44,-0.007917754720033279,1,0.8333333333333334,0.8333333333333334,0.0,115,239,10-12,True,1,True,1,1.4166666666666667,0.6373307431706682
542,Ученик_542,15,11.02.2011,79787255513,student542@example.com,Дмитрий,Реклама,2024-07-08,7,7,,2024-10-10,88,94,Клиент,Основной,,Нет,,0,3.98,0.004457994423168155,0,1.0,1.0,0.0,663,633,13-15,False,0,False,1,1.5,0.7026141662866374
543,Ученик_543,10,24.09.2015,79600248296,student543@example.com,Анна,Сайт,2025-05-15,10,10,,,63,65,Клиент,Северный,,Да,,1,1.6,-0.005364405848081799,1,1.0,1.0,0.0,147,322,10-12,False,1,False,1,1.5,0.692820323027551
544,Ученик_544,11,29.07.2014,79295627385,student544@example.com,Анна,Реклама,2024-08-23,4,3,,2024-06-10,36,44,Клиент,Южный,Елена,Нет,,0,3.4,0.0011611850364046975,0,0.75,0.75,0.0,540,587,10-12,True,0,False,1,1.5,0.36055512754639896
545,Ученик_545,17,27.06.2008,79879843968,student545@example.com,Юлиана,Реклама,2026-01-18,3,2,,,56,68,Клиент,Северный,Елена,Нет,,0,3.5,0.19999999999999982,0,0.6666666666666666,0.6666666666666666,0.0,-91,74,16-18,True,0,False,1,1.8333333333333333,0.4242640687119283
546,Ученик_546,15,17.08.2010,79344342661,student546@example.com,Дмитрий,Давно знаю,2025-08-12,11,9,,,69,74,Клиент,Южный,Елена,Да,,0,3.32,-0.02112563833254863,1,0.8181818181818182,0.8181818181818182,0.0,113,233,13-15,True,1,False,1,1.6363636363636365,1.0996211468804458
547,Ученик_547,10,04.07.2015,79658245879,student547@example.com,Анна,Соцсети,2024-04-20,5,3,,,78,85,Клиент,Северный,Елена,Нет,vk.com/id123,0,2.0,-0.02666666666666667,1,0.6,0.6,0.0,574,712,10-12,True,0,True,1,1.6,1.4142135623730951
548,Ученик_548,12,12.05.2013,79191811951,student548@example.com,Юлиана,Сайт,2024-06-03,5,4,,,46,56,Клиент,Основной,,Да,vk.com/id123,0,3.1,-0.004694250581588559,0,0.8,0.8,0.0,511,668,10-12,False,1,True,1,1.4,0.6442049363362564
549,Ученик_549,12,31.07.2013,79564596387,student549@example.com,Юлиана,Реклама,2025-07-27,8,5,2025-05-08,,42,51,Клиент,Южный,,Нет,,0,2.58,-0.045238095238095216,1,0.625,0.625,0.0,268,249,10-12,False,0,False,1,1.1875,1.20381338531629
550,Ученик_550,14,26.11.2011,79704105516,student550@example.com,Ольга,Давно знаю,2024-05-02,4,3,,,42,55,Бывший клиент,Северный,,Да,vk.com/id123,0,2.41,0.00474492374127158,1,0.75,0.75,0.0,726,700,13-15,False,1,True,1,1.75,0.9352870707766171
551,Ученик_551,13,24.02.2013,79852818991,student551@example.com,Юлиана,Соцсети,2024-07-19,6,6,,2024-05-10,73,78,Клиент,Южный,Елена,Нет,,0,3.58,-0.0018595347458882777,0,1.0,1.0,0.0,663,622,13-15,True,0,False,1,1.4166666666666667,0.3304037933599833
552,Ученик_552,12,25.05.2013,79231820924,student552@example.com,Юлиана,Сайт,2024-09-12,10,6,,,86,93,Бывший клиент,Южный,Елена,Нет,vk.com/id123,0,1.37,-0.00846135665327346,1,0.6,0.6,0.0,507,567,10-12,True,0,True,1,1.5,0.5507570547286101
553,Ученик_553,14,09.12.2011,79801127771,student553@example.com,Дмитрий,Друг,2025-09-20,4,3,2025-03-10,,57,70,Клиент,Основной,,Да,vk.com/id123,1,2.53,-0.028790450507614206,1,0.75,0.75,0.0,174,194,13-15,False,1,True,1,1.875,1.8454577442234448
554,Ученик_554,10,14.06.2015,79179110141,student554@example.com,Дмитрий,Сайт,2025-03-29,7,7,,,81,82,Клиент,Основной,Елена,Нет,vk.com/id123,0,3.57,-0.023623385452073386,0,1.0,1.0,0.0,180,369,10-12,True,0,True,1,1.4285714285714286,0.5686240703077325
555,Ученик_555,10,21.07.2015,79969035860,student555@example.com,Анна,Сайт,2024-04-27,10,7,2024-03-05,,81,87,Бывший клиент,Северный,Елена,Нет,,0,1.86,0.011367721439618774,1,0.7,0.7,0.0,483,705,10-12,True,0,False,1,1.45,0.8734987120768982
556,Ученик_556,17,22.10.2008,79653278884,student556@example.com,Дмитрий,Сайт,2026-01-07,6,2,2026-11-01,,46,50,Клиент,Основной,Елена,Нет,,0,3.98,0.006625679233656385,0,0.3333333333333333,0.3333333333333333,0.0,-153,85,16-18,True,0,False,1,1.3333333333333333,0.8871302046486752
557,Ученик_557,10,17.12.2015,79426372748,student557@example.com,Ольга,Соцсети,2024-11-16,5,5,,,62,65,Клиент,Основной,Елена,Нет,,0,4.4,0.0008913412563667255,0,1.0,1.0,0.0,537,502,10-12,True,0,False,1,1.2,0.17320508075688731
558,Ученик_558,10,11.11.2015,79322481128,student558@example.com,Юлиана,Друг,2025-02-20,4,4,2025-06-03,,53,67,Клиент,Основной,Елена,Нет,vk.com/id123,0,3.82,0.00505276427888819,0,1.0,1.0,0.0,120,406,10-12,True,0,True,1,1.375,1.028429222973884
559,Ученик_559,13,26.10.2012,79494318319,student559@example.com,Ольга,Давно знаю,2025-03-28,6,4,2025-06-04,,52,61,Бывший клиент,Северный,Елена,Да,vk.com/id123,0,1.0,-3.9252311467094376e-18,1,0.6666666666666666,0.6666666666666666,0.0,118,370,13-15,True,1,True,1,1.3333333333333333,0.0
560,Ученик_560,11,21.11.2014,79612555926,student560@example.com,Анна,Сайт,2025-10-21,6,5,,,35,36,Клиент,Северный,,Нет,vk.com/id123,0,1.6,-0.017910447761194034,1,0.8333333333333334,0.8333333333333334,0.0,142,163,10-12,False,0,True,1,1.6666666666666667,0.8485281374238571
561,Ученик_561,10,15.12.2015,79639124632,student561@example.com,Ольга,Давно знаю,2025-06-24,4,4,,,83,89,Клиент,Южный,Елена,Да,,0,4.37,-0.0027868704765908934,0,1.0,1.0,0.0,269,282,10-12,True,1,False,1,1.75,0.372379734500505
562,Ученик_562,11,14.06.2014,79944670002,student562@example.com,Юлиана,Соцсети,2025-05-16,8,5,,,60,64,Клиент,Северный,Елена,Нет,,0,3.75,-0.01053614203184443,0,0.625,0.625,0.0,117,321,10-12,True,0,False,1,1.5,0.9439279633531364
563,Ученик_563,13,03.02.2013,79327258676,student563@example.com,Юлиана,Реклама,2024-04-03,8,8,2024-05-04,2024-11-06,67,69,Клиент,Южный,Елена,Нет,vk.com/id123,0,4.85,0.0027522935779816416,0,1.0,1.0,0.0,513,729,13-15,True,0,True,1,1.625,0.2121320343559638
564,Ученик_564,15,04.07.2010,79723310328,student564@example.com,Анна,Друг,2025-01-06,3,3,,2025-04-04,79,88,Клиент,Южный,Елена,Да,vk.com/id123,0,2.24,-0.023075985866872435,1,1.0,1.0,0.0,424,451,13-15,True,1,True,1,1.1666666666666667,1.2033287165193058
565,Ученик_565,10,20.08.2015,79158927104,student565@example.com,Юлиана,Друг,2026-01-20,6,6,,2026-07-03,36,46,Клиент,Основной,,Нет,,0,3.24,0.010687650800614151,0,1.0,1.0,0.0,-62,72,10-12,False,0,False,1,1.6666666666666667,0.6767569726275451
566,Ученик_566,14,06.08.2011,79427915151,student566@example.com,Юлиана,Друг,2025-12-06,9,9,2025-10-12,,41,45,Клиент,Южный,Елена,Нет,vk.com/id123,0,4.0,0.013632520783429627,0,1.0,1.0,0.0,-153,117,13-15,True,0,True,1,1.2777777777777777,1.2083045973594573
567,Ученик_567,14,14.04.2011,79700346424,student567@example.com,Анна,Реклама,2026-02-08,4,2,,,60,72,Бывший клиент,Южный,Елена,Да,,1,2.27,0.009755920383553678,1,0.5,0.5,0.0,-62,53,13-15,True,1,False,1,1.75,0.6658328118479395
568,Ученик_568,17,26.05.2008,79347260600,student568@example.com,Анна,Друг,2024-08-15,10,7,,2024-01-11,71,78,Клиент,Южный,,Нет,,0,3.03,-0.024035847346692178,1,0.7,0.7,0.0,509,595,16-18,False,0,False,1,1.6,1.474222959166399
569,Ученик_569,14,20.02.2012,79344390192,student569@example.com,Дмитрий,Давно знаю,2025-01-12,7,4,,,61,71,Бывший клиент,Северный,Елена,Нет,vk.com/id123,0,2.79,0.0029384615384615395,0,0.5714285714285714,0.5714285714285714,0.0,242,445,13-15,True,0,True,1,1.4285714285714286,0.5984105932344764
570,Ученик_570,12,24.03.2014,79472944000,student570@example.com,Анна,Сайт,2024-06-01,3,2,2024-10-06,,49,58,Клиент,Основной,Елена,Нет,vk.com/id123,0,3.07,-0.07923076923076931,1,0.6666666666666666,0.6666666666666666,0.0,-1,670,10-12,True,0,True,1,1.3333333333333333,1.0016652800877812
571,Ученик_571,13,07.12.2012,79260971128,student571@example.com,Ольга,Реклама,2024-05-27,9,7,,,77,80,Клиент,Южный,,Да,vk.com/id123,0,3.91,0.0018988510463684622,0,0.7777777777777778,0.7777777777777778,0.0,572,675,13-15,False,1,True,1,1.6666666666666667,0.8706866474772873
572,Ученик_572,17,10.11.2008,79505936741,student572@example.com,Ольга,Давно знаю,2025-08-02,8,5,,,37,51,Бывший клиент,Основной,Елена,Да,,1,2.2,0.04705882352941175,1,0.625,0.625,0.0,204,243,16-18,True,1,False,1,1.5625,0.5656854249492381
573,Ученик_573,11,04.07.2014,79668986243,student573@example.com,Анна,Реклама,2024-05-29,9,8,2024-11-06,2024-04-08,54,67,Клиент,Южный,Елена,Нет,,0,3.03,-0.009448335176311594,0,0.8888888888888888,0.8888888888888888,0.0,511,673,10-12,True,0,False,1,1.5,0.8547904226573124
574,Ученик_574,14,16.04.2011,79064542674,student574@example.com,Дмитрий,Давно знаю,2025-02-04,11,10,,2025-03-05,76,88,Клиент,Северный,Елена,Да,,0,2.82,-0.009887751733245295,0,0.9090909090909091,0.9090909090909091,0.0,149,422,13-15,True,1,False,1,1.6363636363636365,1.1236102527122116
575,Ученик_575,16,15.04.2009,79709069927,student575@example.com,Ольга,Друг,2025-09-23,4,4,2025-02-10,,89,98,Бывший клиент,Северный,,Да,vk.com/id123,1,1.87,-0.013288799260566343,1,1.0,1.0,0.0,174,191,16-18,False,1,True,1,1.375,1.0750415274370966
576,Ученик_576,13,03.05.2012,79408774805,student576@example.com,Юлиана,Сайт,2024-12-17,5,5,,2025-06-03,65,79,Бывший клиент,Южный,,Нет,vk.com/id123,0,2.02,0.025246429289881328,1,1.0,1.0,0.0,275,471,13-15,False,0,True,1,1.7,1.0626225419530053
577,Ученик_577,13,14.02.2013,79537569722,student577@example.com,Дмитрий,Сайт,2024-11-19,8,7,2024-01-12,,45,57,Клиент,Северный,Елена,Да,vk.com/id123,0,5.0,1.0369087268825463e-17,0,0.875,0.875,0.0,244,499,13-15,True,1,True,1,1.4375,0.0
578,Ученик_578,16,07.04.2009,79526061386,student578@example.com,Юлиана,Давно знаю,2025-08-28,6,2,2025-10-09,,49,62,Бывший клиент,Северный,,Нет,,0,2.67,6.970407451998717e-05,0,0.3333333333333333,0.3333333333333333,0.0,235,217,16-18,False,0,False,1,1.5833333333333333,0.4111540089159038
579,Ученик_579,10,26.03.2016,79538214657,student579@example.com,Ольга,Сайт,2024-10-07,11,9,2024-12-10,,45,50,Клиент,Северный,Елена,Нет,vk.com/id123,0,3.4,0.0019215518819008218,0,0.8181818181818182,0.8181818181818182,0.0,567,542,10-12,True,0,True,1,1.5909090909090908,1.3341664064126333
580,Ученик_580,16,21.05.2009,79162895422,student580@example.com,Дмитрий,Сайт,2025-04-21,10,8,2025-02-05,2025-01-07,60,71,Клиент,Северный,Елена,Да,,0,3.68,-0.0017173051519154884,0,0.8,0.8,0.0,147,346,16-18,True,1,False,1,1.45,0.43243496620879307
581,Ученик_581,13,04.05.2012,79615145139,student581@example.com,Юлиана,Реклама,2025-02-10,9,6,,2025-11-04,51,60,Клиент,Основной,Елена,Да,,0,2.98,-0.010540554271343995,1,0.6666666666666666,0.6666666666666666,0.0,149,416,13-15,True,1,False,1,1.5,0.8408329203831163
582,Ученик_582,14,29.10.2011,79623876967,student582@example.com,Ольга,Друг,2024-09-06,5,4,,,45,55,Бывший клиент,Южный,Елена,Да,vk.com/id123,0,3.02,0.004546465095598051,0,0.8,0.8,0.0,569,573,13-15,True,1,True,1,1.5,0.9064583093924766
583,Ученик_583,13,23.12.2012,79704623475,student583@example.com,Ольга,Реклама,2024-08-23,6,6,,,79,84,Клиент,Южный,Елена,Да,,0,2.9,0.0022805523675539794,0,1.0,1.0,0.0,509,587,13-15,True,1,False,1,1.8333333333333333,0.6055300708194982
584,Ученик_584,15,26.10.2010,79945034428,student584@example.com,Юлиана,Давно знаю,2025-08-15,3,0,,,80,94,Клиент,Северный,,Да,vk.com/id123,1,2.35,-0.003915981262008074,1,0.0,0.0,0.0,236,230,13-15,False,1,True,1,1.5,0.8698658900466593
585,Ученик_585,15,02.11.2010,79198370042,student585@example.com,Ольга,Соцсети,2025-03-10,3,3,2025-11-03,,48,49,Клиент,Основной,,Да,vk.com/id123,0,2.58,0.014698898759569328,0,1.0,1.0,0.0,181,388,13-15,False,1,True,1,1.8333333333333333,0.8288546314040841
586,Ученик_586,13,27.05.2012,79738066391,student586@example.com,Ольга,Друг,2026-02-09,4,2,,,54,67,Клиент,Основной,Елена,Да,vk.com/id123,0,2.22,-0.008032628231715756,1,0.5,0.5,0.0,-184,52,13-15,True,1,True,1,1.5,0.9878427675158296
587,Ученик_587,13,18.04.2012,79197543237,student587@example.com,Анна,Соцсети,2024-04-09,6,6,2024-11-04,,37,39,Клиент,Северный,Елена,Нет,,0,4.7,-0.0047340970891097765,0,1.0,1.0,0.0,636,723,13-15,True,0,False,1,1.6666666666666667,0.6000000000000002
588,Ученик_588,15,26.01.2011,79993678354,student588@example.com,Анна,Реклама,2025-06-07,8,7,,,41,47,Клиент,Северный,,Нет,vk.com/id123,0,4.82,-0.002319955069771463,0,0.875,0.875,0.0,116,299,13-15,False,0,True,1,1.4375,0.24899799195977448
589,Ученик_589,12,13.12.2013,79738586956,student589@example.com,Анна,Реклама,2025-04-28,4,3,2025-08-05,,69,79,Клиент,Северный,,Нет,,0,4.2,-0.011188811188811192,0,0.75,0.75,0.0,301,339,10-12,False,0,False,1,1.625,1.1313708498984762
590,Ученик_590,14,01.12.2011,79423216102,student590@example.com,Дмитрий,Соцсети,2024-11-24,9,7,,,46,50,Клиент,Южный,Елена,Нет,,0,2.33,-0.008354898336414044,1,0.7777777777777778,0.7777777777777778,0.0,122,494,13-15,True,0,False,1,1.5,0.838649708360608
591,Ученик_591,16,18.06.2009,79887995334,student591@example.com,Юлиана,Друг,2024-05-25,5,5,,,56,60,Клиент,Основной,Елена,Нет,,0,4.32,-0.006505027597592093,0,1.0,1.0,0.0,696,677,16-18,True,0,False,1,1.5,0.6823977334858806
