ФИО,Телефон,Email,№ клиента,Создан,Отв. менеджер,Источник клиента,Записей,Посещений,Дата перв посещ кл,Дата посл посещ кл,"Срок посещ, дн","Срок жизни кл от созд до посл посещ, дн",Статус ученика,Филиал ученика,"Родитель (имя, телефон)",Подписан на рассылку,VK,Не присылать автоуведомления,Возраст,Дата рождения
Ученик_504,79246109712,student504@example.com,504,30.01.2025,Анна,Соцсети,7,7,12.02.2025,02.04.2025,49,62,Бывший клиент,Основной,,Да,,Нет,13,29.12.2012
Ученик_505,79659091699,student505@example.com,505,15.02.2026,Анна,Сайт,4,4,18.02.2026,15.04.2026,56,59,Клиент,Основной,Елена,Да,vk.com/id123,Да,17,25.05.2008
Ученик_506,79964350290,student506@example.com,506,14.12.2024,Дмитрий,Давно знаю,3,3,27.12.2024,24.02.2025,59,72,Клиент,Южный,Елена,Нет,,Нет,12,02.07.2013
Ученик_507,79513592269,student507@example.com,507,19.07.2025,Ольга,Реклама,6,5,20.07.2025,19.09.2025,61,62,Бывший клиент,Южный,Елена,Да,vk.com/id123,Да,12,28.07.2013
Ученик_508,79740034196,student508@example.com,508,23.11.2025,Анна,Соцсети,5,3,29.11.2025,11.02.2026,74,80,Бывший клиент,Основной,Елена,Да,,Да,11,10.10.2014
Ученик_509,79589015467,student509@example.com,509,24.06.2024,Юлиана,Соцсети,9,5,25.06.2024,07.08.2024,43,44,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,20.12.2010
Ученик_510,79226057528,student510@example.com,510,18.04.2025,Ольга,Друг,4,4,26.04.2025,14.06.2025,49,57,Клиент,Северный,Елена,Нет,,Нет,15,08.08.2010
Ученик_511,79874230575,student511@example.com,511,26.12.2024,Дмитрий,Сайт,7,6,02.01.2025,08.03.2025,65,72,Клиент,Основной,,Да,vk.com/id123,Нет,12,27.09.2013
Ученик_512,79507865951,student512@example.com,512,10.12.2025,Дмитрий,Друг,4,3,14.12.2025,16.01.2026,33,37,Клиент,Основной,Елена,Да,vk.com/id123,Нет,11,06.12.2014
Ученик_513,79603591560,student513@example.com,513,06.11.2025,Ольга,Реклама,7,6,16.11.2025,19.01.2026,64,74,Бывший клиент,Южный,Елена,Нет,,Нет,11,24.07.2014
Ученик_514,79900839013,student514@example.com,514,17.02.2026,Юлиана,Реклама,9,5,20.02.2026,08.05.2026,77,80,Бывший клиент,Южный,,Нет,,Нет,14,15.02.2012
Ученик_515,79021298026,student515@example.com,515,29.09.2024,Ольга,Сайт,3,3,08.10.2024,27.12.2024,80,89,Клиент,Северный,Елена,Нет,,Нет,11,16.10.2014
Ученик_516,79349063037,student516@example.com,516,02.10.2024,Анна,Друг,7,5,08.10.2024,20.11.2024,43,49,Клиент,Южный,Елена,Да,,Да,10,23.04.2015
Ученик_517,79932284555,student517@example.com,517,15.06.2025,Дмитрий,Давно знаю,9,7,26.06.2025,12.08.2025,47,58,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,11,20.08.2014
Ученик_518,79368965063,student518@example.com,518,28.04.2024,Дмитрий,Соцсети,3,3,02.05.2024,29.06.2024,58,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,13,15.10.2012
Ученик_519,79953151819,student519@example.com,519,29.04.2025,Ольга,Сайт,9,5,07.05.2025,09.06.2025,33,41,Бывший клиент,Северный,Елена,Нет,,Нет,14,07.05.2011
Ученик_520,79781439680,student520@example.com,520,18.12.2024,Дмитрий,Друг,8,6,23.12.2024,24.02.2025,63,68,Клиент,Основной,Елена,Да,vk.com/id123,Нет,10,02.10.2015
Ученик_521,79943487251,student521@example.com,521,05.05.2024,Анна,Давно знаю,9,7,10.05.2024,11.06.2024,32,37,Клиент,Северный,,Да,vk.com/id123,Нет,13,12.04.2012
Ученик_522,79332184213,student522@example.com,522,18.05.2025,Юлиана,Соцсети,3,3,28.05.2025,15.07.2025,48,58,Клиент,Основной,,Да,vk.com/id123,Да,10,22.03.2016
Ученик_523,79712480457,student523@example.com,523,25.01.2025,Анна,Соцсети,4,2,01.02.2025,26.04.2025,84,91,Бывший клиент,Северный,,Да,vk.com/id123,Нет,11,11.11.2014
Ученик_524,79145078524,student524@example.com,524,10.02.2026,Дмитрий,Соцсети,4,3,13.02.2026,20.04.2026,66,69,Бывший клиент,Южный,Елена,Нет,,Нет,12,21.10.2013
Ученик_525,79975948807,student525@example.com,525,26.07.2025,Дмитрий,Друг,10,7,06.08.2025,04.10.2025,59,70,Бывший клиент,Северный,Елена,Нет,,Нет,12,07.06.2013
Ученик_526,79167200433,student526@example.com,526,26.02.2026,Дмитрий,Давно знаю,10,8,10.03.2026,18.05.2026,69,81,Клиент,Северный,Елена,Нет,,Нет,16,11.12.2009
Ученик_527,79321704344,student527@example.com,527,18.10.2025,Ольга,Реклама,9,6,26.10.2025,17.12.2025,52,60,Клиент,Основной,,Да,,Да,10,12.07.2015
Ученик_528,79442098017,student528@example.com,528,03.10.2025,Анна,Друг,11,7,05.10.2025,19.12.2025,75,77,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,15,08.11.2010
Ученик_529,79453376084,student529@example.com,529,04.09.2024,Дмитрий,Реклама,9,9,16.09.2024,01.11.2024,46,58,Клиент,Южный,Елена,Да,,Нет,13,29.11.2012
Ученик_530,79201864129,student530@example.com,530,05.04.2024,Ольга,Сайт,4,2,10.04.2024,14.05.2024,34,39,Бывший клиент,Основной,Елена,Нет,,Нет,11,27.05.2014
Ученик_531,79201637382,student531@example.com,531,28.02.2025,Дмитрий,Давно знаю,6,3,09.03.2025,10.04.2025,32,41,Бывший клиент,Северный,Елена,Нет,,Нет,12,08.11.2013
Ученик_532,79134259822,student532@example.com,532,09.03.2025,Юлиана,Друг,6,1,10.03.2025,03.06.2025,85,86,Бывший клиент,Южный,,Да,,Да,11,11.03.2015
Ученик_533,79367126134,student533@example.com,533,14.12.2025,Юлиана,Реклама,8,7,21.12.2025,10.02.2026,51,58,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,16,02.04.2010
Ученик_534,79905750942,student534@example.com,534,24.03.2025,Дмитрий,Сайт,8,8,01.04.2025,13.06.2025,73,81,Клиент,Основной,Елена,Да,,Нет,10,24.07.2015
Ученик_535,79889328868,student535@example.com,535,01.06.2025,Дмитрий,Давно знаю,11,5,11.06.2025,22.07.2025,41,51,Бывший клиент,Основной,,Нет,,Нет,13,17.09.2012
Ученик_536,79792012381,student536@example.com,536,07.07.2025,Дмитрий,Реклама,11,6,17.07.2025,27.09.2025,72,82,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,14,06.04.2011
Ученик_537,79170307732,student537@example.com,537,01.01.2026,Анна,Друг,3,0,14.01.2026,23.03.2026,68,81,Бывший клиент,Южный,Елена,Нет,,Нет,13,16.02.2013
Ученик_538,79387005172,student538@example.com,538,12.08.2025,Юлиана,Друг,8,7,26.08.2025,21.10.2025,56,70,Клиент,Основной,,Нет,vk.com/id123,Нет,15,29.06.2010
Ученик_539,79179701810,student539@example.com,539,19.09.2025,Анна,Давно знаю,3,2,25.09.2025,16.12.2025,82,88,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,15.12.2013
Ученик_540,79398786278,student540@example.com,540,15.04.2024,Юлиана,Реклама,8,6,27.04.2024,27.06.2024,61,73,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,15.09.2013
Ученик_541,79692107026,student541@example.com,541,06.08.2025,Ольга,Давно знаю,6,5,14.08.2025,07.10.2025,54,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,10,24.07.2015
Ученик_542,79787255513,student542@example.com,542,08.07.2024,Дмитрий,Реклама,7,7,14.07.2024,10.10.2024,88,94,Клиент,Основной,,Нет,,Нет,15,11.02.2011
Ученик_543,79600248296,student543@example.com,543,15.05.2025,Анна,Сайт,10,10,17.05.2025,19.07.2025,63,65,Клиент,Северный,,Да,,Да,10,24.09.2015
Ученик_544,79295627385,student544@example.com,544,23.08.2024,Анна,Реклама,4,3,31.08.2024,06.10.2024,36,44,Клиент,Южный,Елена,Нет,,Нет,11,29.07.2014
Ученик_545,79879843968,student545@example.com,545,18.01.2026,Юлиана,Реклама,3,2,30.01.2026,27.03.2026,56,68,Клиент,Северный,Елена,Нет,,Нет,17,27.06.2008
Ученик_546,79344342661,student546@example.com,546,12.08.2025,Дмитрий,Давно знаю,11,9,17.08.2025,25.10.2025,69,74,Клиент,Южный,Елена,Да,,Нет,15,17.08.2010
Ученик_547,79658245879,student547@example.com,547,20.04.2024,Анна,Соцсети,5,3,27.04.2024,14.07.2024,78,85,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,10,04.07.2015
Ученик_548,79191811951,student548@example.com,548,03.06.2024,Юлиана,Сайт,5,4,13.06.2024,29.07.2024,46,56,Клиент,Основной,,Да,vk.com/id123,Нет,12,12.05.2013
Ученик_549,79564596387,student549@example.com,549,27.07.2025,Юлиана,Реклама,8,5,05.08.2025,16.09.2025,42,51,Клиент,Южный,,Нет,,Нет,12,31.07.2013
Ученик_550,79704105516,student550@example.com,550,02.05.2024,Ольга,Давно знаю,4,3,15.05.2024,26.06.2024,42,55,Бывший клиент,Северный,,Да,vk.com/id123,Нет,14,26.11.2011
Ученик_551,79852818991,student551@example.com,551,19.07.2024,Юлиана,Соцсети,6,6,24.07.2024,05.10.2024,73,78,Клиент,Южный,Елена,Нет,,Нет,13,24.02.2013
Ученик_552,79231820924,student552@example.com,552,12.09.2024,Юлиана,Сайт,10,6,19.09.2024,14.12.2024,86,93,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,25.05.2013
Ученик_553,79801127771,student553@example.com,553,20.09.2025,Дмитрий,Друг,4,3,03.10.2025,29.11.2025,57,70,Клиент,Основной,,Да,vk.com/id123,Да,14,09.12.2011
Ученик_554,79179110141,student554@example.com,554,29.03.2025,Дмитрий,Сайт,7,7,30.03.2025,19.06.2025,81,82,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,14.06.2015
Ученик_555,79969035860,student555@example.com,555,27.04.2024,Анна,Сайт,10,7,03.05.2024,23.07.2024,81,87,Бывший клиент,Северный,Елена,Нет,,Нет,10,21.07.2015
Ученик_556,79653278884,student556@example.com,556,07.01.2026,Дмитрий,Сайт,6,2,11.01.2026,26.02.2026,46,50,Клиент,Основной,Елена,Нет,,Нет,17,22.10.2008
Ученик_557,79426372748,student557@example.com,557,16.11.2024,Ольга,Соцсети,5,5,19.11.2024,20.01.2025,62,65,Клиент,Основной,Елена,Нет,,Нет,10,17.12.2015
Ученик_558,79322481128,student558@example.com,558,20.02.2025,Юлиана,Друг,4,4,06.03.2025,28.04.2025,53,67,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,11.11.2015
Ученик_559,79494318319,student559@example.com,559,28.03.2025,Ольга,Давно знаю,6,4,06.04.2025,28.05.2025,52,61,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,13,26.10.2012
Ученик_560,79612555926,student560@example.com,560,21.10.2025,Анна,Сайт,6,5,22.10.2025,26.11.2025,35,36,Клиент,Северный,,Нет,vk.com/id123,Нет,11,21.11.2014
Ученик_561,79639124632,student561@example.com,561,24.06.2025,Ольга,Давно знаю,4,4,30.06.2025,21.09.2025,83,89,Клиент,Южный,Елена,Да,,Нет,10,15.12.2015
Ученик_562,79944670002,student562@example.com,562,16.05.2025,Юлиана,Соцсети,8,5,20.05.2025,19.07.2025,60,64,Клиент,Северный,Елена,Нет,,Нет,11,14.06.2014
Ученик_563,79327258676,student563@example.com,563,03.04.2024,Юлиана,Реклама,8,8,05.04.2024,11.06.2024,67,69,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,13,03.02.2013
Ученик_564,79723310328,student564@example.com,564,06.01.2025,Анна,Друг,3,3,15.01.2025,04.04.2025,79,88,Клиент,Южный,Елена,Да,vk.com/id123,Нет,15,04.07.2010
Ученик_565,79158927104,student565@example.com,565,20.01.2026,Юлиана,Друг,6,6,30.01.2026,07.03.2026,36,46,Клиент,Основной,,Нет,,Нет,10,20.08.2015
Ученик_566,79427915151,student566@example.com,566,06.12.2025,Юлиана,Друг,9,9,10.12.2025,20.01.2026,41,45,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,14,06.08.2011
Ученик_567,79700346424,student567@example.com,567,08.02.2026,Анна,Реклама,4,2,20.02.2026,21.04.2026,60,72,Бывший клиент,Южный,Елена,Да,,Да,14,14.04.2011
Ученик_568,79347260600,student568@example.com,568,15.08.2024,Анна,Друг,10,7,22.08.2024,01.11.2024,71,78,Клиент,Южный,,Нет,,Нет,17,26.05.2008
Ученик_569,79344390192,student569@example.com,569,12.01.2025,Дмитрий,Давно знаю,7,4,22.01.2025,24.03.2025,61,71,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,14,20.02.2012
Ученик_570,79472944000,student570@example.com,570,01.06.2024,Анна,Сайт,3,2,10.06.2024,29.07.2024,49,58,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,24.03.2014
Ученик_571,79260971128,student571@example.com,571,27.05.2024,Ольга,Реклама,9,7,30.05.2024,15.08.2024,77,80,Клиент,Южный,,Да,vk.com/id123,Нет,13,07.12.2012
Ученик_572,79505936741,student572@example.com,572,02.08.2025,Ольга,Давно знаю,8,5,16.08.2025,22.09.2025,37,51,Бывший клиент,Основной,Елена,Да,,Да,17,10.11.2008
Ученик_573,79668986243,student573@example.com,573,29.05.2024,Анна,Реклама,9,8,11.06.2024,04.08.2024,54,67,Клиент,Южный,Елена,Нет,,Нет,11,04.07.2014
Ученик_574,79064542674,student574@example.com,574,04.02.2025,Дмитрий,Давно знаю,11,10,16.02.2025,03.05.2025,76,88,Клиент,Северный,Елена,Да,,Нет,14,16.04.2011
Ученик_575,79709069927,student575@example.com,575,23.09.2025,Ольга,Друг,4,4,02.10.2025,30.12.2025,89,98,Бывший клиент,Северный,,Да,vk.com/id123,Да,16,15.04.2009
Ученик_576,79408774805,student576@example.com,576,17.12.2024,Юлиана,Сайт,5,5,31.12.2024,06.03.2025,65,79,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,13,03.05.2012
Ученик_577,79537569722,student577@example.com,577,19.11.2024,Дмитрий,Сайт,8,7,01.12.2024,15.01.2025,45,57,Клиент,Северный,Елена,Да,vk.com/id123,Нет,13,14.02.2013
Ученик_578,79526061386,student578@example.com,578,28.08.2025,Юлиана,Давно знаю,6,2,10.09.2025,29.10.2025,49,62,Бывший клиент,Северный,,Нет,,Нет,16,07.04.2009
Ученик_579,79538214657,student579@example.com,579,07.10.2024,Ольга,Сайт,11,9,12.10.2024,26.11.2024,45,50,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,10,26.03.2016
Ученик_580,79162895422,student580@example.com,580,21.04.2025,Дмитрий,Сайт,10,8,02.05.2025,01.07.2025,60,71,Клиент,Северный,Елена,Да,,Нет,16,21.05.2009
Ученик_581,79615145139,student581@example.com,581,10.02.2025,Юлиана,Реклама,9,6,19.02.2025,11.04.2025,51,60,Клиент,Основной,Елена,Да,,Нет,13,04.05.2012
Ученик_582,79623876967,student582@example.com,582,06.09.2024,Ольга,Друг,5,4,16.09.2024,31.10.2024,45,55,Бывший клиент,Южный,Елена,Да,vk.com/id123,Нет,14,29.10.2011
Ученик_583,79704623475,student583@example.com,583,23.08.2024,Ольга,Реклама,6,6,28.08.2024,15.11.2024,79,84,Клиент,Южный,Елена,Да,,Нет,13,23.12.2012
Ученик_584,79945034428,student584@example.com,584,15.08.2025,Юлиана,Давно знаю,3,0,29.08.2025,17.11.2025,80,94,Клиент,Северный,,Да,vk.com/id123,Да,15,26.10.2010
Ученик_585,79198370042,student585@example.com,585,10.03.2025,Ольга,Соцсети,3,3,11.03.2025,28.04.2025,48,49,Клиент,Основной,,Да,vk.com/id123,Нет,15,02.11.2010
Ученик_586,79738066391,student586@example.com,586,09.02.2026,Ольга,Друг,4,2,22.02.2026,17.04.2026,54,67,Клиент,Основной,Елена,Да,vk.com/id123,Нет,13,27.05.2012
Ученик_587,79197543237,student587@example.com,587,09.04.2024,Анна,Соцсети,6,6,11.04.2024,18.05.2024,37,39,Клиент,Северный,Елена,Нет,,Нет,13,18.04.2012
Ученик_588,79993678354,student588@example.com,588,07.06.2025,Анна,Реклама,8,7,13.06.2025,24.07.2025,41,47,Клиент,Северный,,Нет,vk.com/id123,Нет,15,26.01.2011
Ученик_589,79738586956,student589@example.com,589,28.04.2025,Анна,Реклама,4,3,08.05.2025,16.07.2025,69,79,Клиент,Северный,,Нет,,Нет,12,13.12.2013
Ученик_590,79423216102,student590@example.com,590,24.11.2024,Дмитрий,Соцсети,9,7,28.11.2024,13.01.2025,46,50,Клиент,Южный,Елена,Нет,,Нет,14,01.12.2011
Ученик_591,79887995334,student591@example.com,591,25.05.2024,Юлиана,Друг,5,5,29.05.2024,24.07.2024,56,60,Клиент,Основной,Елена,Нет,,Нет,16,18.06.2009
Ученик_592,79203850254,student592@example.com,592,16.02.2025,Дмитрий,Друг,8,6,25.02.2025,30.03.2025,33,42,Клиент,Северный,Елена,Да,,Нет,13,01.12.2012
Ученик_593,79740831347,student593@example.com,593,02.06.2025,Дмитрий,Сайт,4,3,10.06.2025,28.07.2025,48,56,Клиент,Южный,,Нет,vk.com/id123,Нет,10,01.11.2015
Ученик_594,79422052175,student594@example.com,594,01.03.2025,Юлиана,Соцсети,4,3,05.03.2025,18.04.2025,44,48,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,15,12.08.2010
Ученик_595,79268523822,student595@example.com,595,13.06.2025,Дмитрий,Реклама,8,5,17.06.2025,19.07.2025,32,36,Бывший клиент,Северный,Елена,Да,,Нет,12,24.03.2014
Ученик_596,79091597206,student596@example.com,596,20.08.2024,Юлиана,Реклама,8,5,23.08.2024,14.11.2024,83,86,Клиент,Южный,,Нет,,Нет,10,06.04.2015
Ученик_597,79824913247,student597@example.com,597,17.08.2025,Анна,Друг,4,2,21.08.2025,31.10.2025,71,75,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,16,19.07.2009
Ученик_598,79330779274,student598@example.com,598,17.08.2024,Анна,Реклама,9,8,23.08.2024,15.10.2024,53,59,Клиент,Северный,Елена,Да,vk.com/id123,Да,11,20.06.2014
Ученик_599,79668469061,student599@example.com,599,09.09.2025,Анна,Сайт,4,4,22.09.2025,12.12.2025,81,94,Клиент,Северный,,Да,vk.com/id123,Нет,10,20.08.2015
Ученик_600,79232866519,student600@example.com,600,22.02.2026,Юлиана,Соцсети,5,5,23.02.2026,02.05.2026,68,69,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,25.07.2015
Ученик_601,79665468716,student601@example.com,601,20.03.2025,Дмитрий,Соцсети,5,3,23.03.2025,07.06.2025,76,79,Клиент,Южный,,Да,vk.com/id123,Да,16,17.08.2009
Ученик_602,79156094585,student602@example.com,602,11.01.2026,Анна,Давно знаю,11,10,12.01.2026,20.03.2026,67,68,Клиент,Основной,,Нет,vk.com/id123,Нет,12,20.12.2013
Ученик_603,79191392758,student603@example.com,603,08.05.2025,Ольга,Сайт,9,9,22.05.2025,24.06.2025,33,47,Клиент,Основной,Елена,Да,vk.com/id123,Да,12,01.06.2013
Ученик_604,79099993584,student604@example.com,604,05.03.2025,Анна,Друг,8,8,16.03.2025,26.04.2025,41,52,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,17,29.05.2008
Ученик_605,79144467442,student605@example.com,605,18.02.2026,Дмитрий,Давно знаю,7,7,19.02.2026,06.04.2026,46,47,Клиент,Основной,Елена,Да,,Да,14,24.09.2011
Ученик_606,79613500721,student606@example.com,606,18.02.2026,Дмитрий,Сайт,8,8,04.03.2026,03.04.2026,30,44,Клиент,Южный,Елена,Да,vk.com/id123,Нет,13,16.11.2012
Ученик_607,79653741918,student607@example.com,607,19.06.2024,Дмитрий,Давно знаю,10,9,26.06.2024,09.08.2024,44,51,Клиент,Северный,Елена,Нет,,Нет,10,09.07.2015
Ученик_608,79528822629,student608@example.com,608,17.04.2025,Ольга,Друг,8,6,21.04.2025,21.06.2025,61,65,Клиент,Основной,Елена,Нет,,Нет,13,15.06.2012
Ученик_609,79791850638,student609@example.com,609,22.08.2025,Анна,Сайт,9,9,03.09.2025,21.10.2025,48,60,Клиент,Основной,,Да,,Нет,10,07.12.2015
Ученик_610,79740900181,student610@example.com,610,06.08.2025,Юлиана,Соцсети,9,9,12.08.2025,19.10.2025,68,74,Клиент,Северный,Елена,Да,vk.com/id123,Нет,15,06.09.2010
Ученик_611,79122231288,student611@example.com,611,27.09.2025,Ольга,Сайт,7,7,02.10.2025,25.12.2025,84,89,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,02.03.2014
Ученик_612,79990290356,student612@example.com,612,16.02.2025,Юлиана,Друг,7,5,28.02.2025,21.04.2025,52,64,Бывший клиент,Южный,Елена,Да,,Да,10,15.09.2015
Ученик_613,79496573456,student613@example.com,613,07.08.2024,Анна,Давно знаю,8,6,09.08.2024,20.10.2024,72,74,Клиент,Северный,Елена,Нет,,Нет,12,06.08.2013
Ученик_614,79223620127,student614@example.com,614,18.03.2025,Ольга,Друг,5,4,22.03.2025,24.05.2025,63,67,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,15,09.03.2011
Ученик_615,79672710898,student615@example.com,615,23.12.2024,Анна,Давно знаю,5,3,26.12.2024,26.02.2025,62,65,Бывший клиент,Южный,,Да,,Да,10,06.10.2015
Ученик_616,79762184916,student616@example.com,616,07.02.2025,Дмитрий,Друг,11,5,11.02.2025,21.03.2025,38,42,Бывший клиент,Основной,,Да,,Да,13,17.06.2012
Ученик_617,79563822282,student617@example.com,617,07.04.2024,Анна,Соцсети,9,8,18.04.2024,23.05.2024,35,46,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,21.02.2011
Ученик_618,79857946858,student618@example.com,618,13.03.2025,Анна,Давно знаю,7,7,23.03.2025,20.05.2025,58,68,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,11,26.09.2014
Ученик_619,79153861882,student619@example.com,619,26.12.2024,Ольга,Реклама,5,4,01.01.2025,25.02.2025,55,61,Бывший клиент,Основной,Елена,Нет,,Нет,10,17.01.2016
Ученик_620,79766305263,student620@example.com,620,06.06.2025,Анна,Реклама,11,6,14.06.2025,20.08.2025,67,75,Клиент,Южный,Елена,Нет,,Нет,11,15.07.2014
Ученик_621,79024137992,student621@example.com,621,21.05.2025,Юлиана,Давно знаю,10,10,25.05.2025,20.08.2025,87,91,Клиент,Южный,Елена,Да,vk.com/id123,Да,11,28.10.2014
Ученик_622,79571526798,student622@example.com,622,19.02.2026,Ольга,Реклама,6,5,02.03.2026,30.05.2026,89,100,Клиент,Северный,,Нет,,Нет,13,13.05.2012
Ученик_623,79016381768,student623@example.com,623,09.04.2025,Ольга,Давно знаю,6,4,20.04.2025,19.06.2025,60,71,Клиент,Южный,,Нет,vk.com/id123,Нет,11,27.04.2014
Ученик_624,79756294020,student624@example.com,624,20.09.2025,Ольга,Реклама,8,8,26.09.2025,24.11.2025,59,65,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,13.02.2011
Ученик_625,79054466824,student625@example.com,625,20.12.2025,Ольга,Давно знаю,3,3,31.12.2025,15.02.2026,46,57,Клиент,Основной,Елена,Нет,,Нет,14,09.01.2012
Ученик_626,79192181526,student626@example.com,626,28.12.2024,Юлиана,Давно знаю,9,7,07.01.2025,10.02.2025,34,44,Клиент,Южный,Елена,Да,,Да,10,25.04.2015
Ученик_627,79609659120,student627@example.com,627,27.09.2025,Ольга,Соцсети,6,4,06.10.2025,23.12.2025,78,87,Клиент,Основной,Елена,Да,vk.com/id123,Да,13,06.06.2012
Ученик_628,79248779766,student628@example.com,628,25.12.2024,Юлиана,Соцсети,10,8,27.12.2024,03.02.2025,38,40,Клиент,Основной,Елена,Нет,,Нет,10,13.04.2015
Ученик_629,79486708987,student629@example.com,629,07.09.2025,Ольга,Сайт,7,6,12.09.2025,26.11.2025,75,80,Клиент,Северный,Елена,Нет,,Нет,15,26.05.2010
Ученик_630,79649012758,student630@example.com,630,12.08.2025,Ольга,Давно знаю,11,10,13.08.2025,06.10.2025,54,55,Клиент,Южный,Елена,Да,,Да,13,05.08.2012
Ученик_631,79430373413,student631@example.com,631,10.07.2025,Юлиана,Соцсети,11,11,13.07.2025,03.10.2025,82,85,Клиент,Южный,Елена,Да,,Да,16,13.02.2010
Ученик_632,79365839040,student632@example.com,632,03.11.2024,Анна,Реклама,5,3,09.11.2024,30.01.2025,82,88,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,23.05.2015
Ученик_633,79185849093,student633@example.com,633,08.10.2025,Дмитрий,Соцсети,5,5,18.10.2025,03.12.2025,46,56,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,07.06.2013
Ученик_634,79596020884,student634@example.com,634,28.11.2024,Дмитрий,Друг,5,3,09.12.2024,23.01.2025,45,56,Клиент,Основной,,Нет,,Нет,12,06.04.2013
Ученик_635,79530745374,student635@example.com,635,17.11.2024,Дмитрий,Сайт,9,9,20.11.2024,18.01.2025,59,62,Клиент,Южный,,Да,,Да,10,05.01.2016
Ученик_636,79486377578,student636@example.com,636,13.08.2025,Анна,Реклама,8,7,14.08.2025,26.09.2025,43,44,Клиент,Южный,Елена,Да,vk.com/id123,Нет,14,19.02.2012
Ученик_637,79612329631,student637@example.com,637,19.08.2024,Дмитрий,Друг,8,6,20.08.2024,19.10.2024,60,61,Клиент,Южный,,Нет,,Нет,10,25.05.2015
Ученик_638,79915370464,student638@example.com,638,31.07.2025,Юлиана,Сайт,8,8,07.08.2025,01.11.2025,86,93,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,17,27.08.2008
Ученик_639,79924757829,student639@example.com,639,08.05.2025,Юлиана,Давно знаю,8,6,18.05.2025,26.07.2025,69,79,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,10,28.06.2015
Ученик_640,79409702344,student640@example.com,640,22.06.2024,Дмитрий,Соцсети,7,5,25.06.2024,03.08.2024,39,42,Клиент,Северный,Елена,Нет,,Нет,17,07.12.2008
Ученик_641,79901903067,student641@example.com,641,28.10.2024,Дмитрий,Реклама,3,2,29.10.2024,30.11.2024,32,33,Клиент,Северный,,Нет,,Нет,11,01.05.2014
Ученик_642,79706443412,student642@example.com,642,14.07.2025,Анна,Реклама,8,8,21.07.2025,23.08.2025,33,40,Клиент,Северный,,Да,vk.com/id123,Да,14,28.04.2011
Ученик_643,79959476868,student643@example.com,643,09.09.2024,Анна,Давно знаю,9,7,16.09.2024,14.12.2024,89,96,Клиент,Южный,Елена,Нет,,Нет,10,26.01.2016
Ученик_644,79413084285,student644@example.com,644,05.01.2025,Анна,Друг,9,8,06.01.2025,09.03.2025,62,63,Клиент,Северный,Елена,Нет,,Нет,13,31.08.2012
Ученик_645,79994891007,student645@example.com,645,26.12.2024,Юлиана,Друг,5,5,07.01.2025,24.02.2025,48,60,Клиент,Южный,Елена,Да,,Да,10,31.08.2015
Ученик_646,79152565264,student646@example.com,646,11.04.2025,Дмитрий,Давно знаю,9,4,19.04.2025,09.06.2025,51,59,Бывший клиент,Южный,Елена,Да,,Нет,13,19.03.2013
Ученик_647,79677169078,student647@example.com,647,11.11.2025,Юлиана,Соцсети,5,3,23.11.2025,30.12.2025,37,49,Клиент,Южный,Елена,Да,vk.com/id123,Да,17,14.11.2008
Ученик_648,79503444049,student648@example.com,648,24.09.2025,Ольга,Давно знаю,4,4,25.09.2025,01.11.2025,37,38,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,28.04.2013
Ученик_649,79179860527,student649@example.com,649,12.04.2024,Ольга,Друг,10,6,20.04.2024,08.07.2024,79,87,Бывший клиент,Основной,Елена,Нет,,Нет,10,08.08.2015
