client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,diligence,base_attendance,risk,risk_score,avg_score,score_trend,academic_risk
479,Ученик_479,10,10.01.2016,79943291833,student479@example.com,Анна,Сайт,30.09.2024,3,3,12.10.2024,14.12.2024,63,75,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.5,0.752,1,0.704,1.28,-0.00419,1
480,Ученик_480,11,11.11.2014,79183144690,student480@example.com,Анна,Давно знаю,11.02.2025,6,6,25.02.2025,29.03.2025,32,46,Клиент,Основной,Елена,Нет,,Нет,0.677,0.799,0,0.296,3.52,-0.00416,0
481,Ученик_481,14,03.06.2011,79777589651,student481@example.com,Анна,Реклама,20.06.2024,5,5,25.06.2024,20.09.2024,87,92,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.352,0.878,0,0.287,3.05,-0.10833,1
482,Ученик_482,17,17.08.2008,79116576275,student482@example.com,Юлиана,Друг,05.12.2024,10,10,11.12.2024,05.03.2025,84,90,Клиент,Основной,,Нет,vk.com/id123,Нет,0.657,0.82,0,0.277,3.9,0.02945,0
483,Ученик_483,13,21.07.2012,79942479718,student483@example.com,Анна,Соцсети,15.05.2024,3,2,20.05.2024,24.07.2024,65,70,Клиент,Южный,Елена,Да,,Нет,0.415,0.803,0,0.303,1.34,-0.00958,1
484,Ученик_484,10,04.02.2016,79397689759,student484@example.com,Дмитрий,Давно знаю,09.04.2025,9,7,12.04.2025,31.05.2025,49,52,Клиент,Основной,Елена,Да,,Да,0.346,0.825,0,0.366,3.4,-0.0006,0
485,Ученик_485,10,29.08.2015,79632485566,student485@example.com,Дмитрий,Реклама,15.01.2025,10,8,22.01.2025,21.04.2025,89,96,Клиент,Южный,Елена,Нет,,Нет,0.672,0.856,0,0.205,4.78,0.00035,0
486,Ученик_486,13,14.04.2012,79822334721,student486@example.com,Юлиана,Друг,26.09.2024,8,5,04.10.2024,07.11.2024,34,42,Бывший клиент,Основной,Елена,Нет,,Нет,0.165,0.601,1,0.993,2.33,0.00294,1
487,Ученик_487,11,22.02.2015,79558090039,student487@example.com,Дмитрий,Сайт,14.02.2026,4,4,16.02.2026,09.05.2026,82,84,Клиент,Основной,,Да,vk.com/id123,Нет,0.781,0.844,0,0.0,3.9,-0.01514,0
488,Ученик_488,12,21.12.2013,79280571840,student488@example.com,Дмитрий,Сайт,03.01.2025,11,11,11.01.2025,09.03.2025,57,65,Клиент,Южный,Елена,Да,,Да,0.7,0.942,0,0.122,4.45,-0.00446,0
489,Ученик_489,12,30.09.2013,79443700355,student489@example.com,Ольга,Друг,21.05.2024,7,4,24.05.2024,06.07.2024,43,46,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.221,0.694,1,0.794,3.15,-0.04721,1
490,Ученик_490,17,02.08.2008,79329266242,student490@example.com,Ольга,Реклама,19.10.2024,7,3,26.10.2024,22.01.2025,88,95,Бывший клиент,Южный,Елена,Нет,,Нет,0.141,0.541,1,0.977,2.78,-0.00245,0
491,Ученик_491,12,09.04.2013,79840857164,student491@example.com,Анна,Соцсети,23.10.2024,10,8,26.10.2024,27.11.2024,32,35,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.423,0.754,0,0.393,3.35,0.00698,0
492,Ученик_492,13,13.02.2013,79682767320,student492@example.com,Дмитрий,Реклама,15.05.2025,7,2,28.05.2025,12.07.2025,45,58,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.401,0.691,0,0.349,3.32,-0.01546,1
493,Ученик_493,10,21.01.2016,79398181191,student493@example.com,Дмитрий,Соцсети,27.08.2024,8,5,05.09.2024,16.11.2024,72,81,Клиент,Основной,,Нет,vk.com/id123,Нет,0.464,0.774,0,0.279,3.88,0.00023,0
494,Ученик_494,12,21.09.2013,79471342650,student494@example.com,Ольга,Соцсети,14.10.2024,10,10,28.10.2024,21.12.2024,54,68,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.645,0.841,0,0.258,3.35,0.00363,0
495,Ученик_495,13,04.05.2012,79386267885,student495@example.com,Ольга,Друг,18.02.2025,5,5,26.02.2025,24.05.2025,87,95,Клиент,Основной,,Да,vk.com/id123,Нет,0.564,0.825,0,0.224,2.65,-0.00628,0
496,Ученик_496,12,15.01.2014,79435349662,student496@example.com,Ольга,Давно знаю,01.07.2024,8,7,12.07.2024,28.09.2024,78,89,Клиент,Южный,Елена,Нет,,Нет,0.3,0.826,0,0.351,2.08,0.00044,1
497,Ученик_497,15,30.03.2011,79875652436,student497@example.com,Юлиана,Давно знаю,11.09.2024,8,8,14.09.2024,15.10.2024,31,34,Клиент,Северный,Елена,Нет,,Нет,0.437,0.817,0,0.245,2.22,-0.0096,1
498,Ученик_498,11,27.12.2014,79437157475,student498@example.com,Дмитрий,Соцсети,13.09.2024,9,8,15.09.2024,10.12.2024,86,88,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.902,0.881,0,0.0,3.18,-0.01687,1
499,Ученик_499,13,27.02.2013,79745382835,student499@example.com,Ольга,Друг,26.02.2025,7,5,01.03.2025,11.04.2025,41,44,Бывший клиент,Северный,Елена,Да,,Да,0.5,0.644,1,0.847,1.83,-0.01733,1
500,Ученик_500,13,21.06.2012,79962635127,student500@example.com,Анна,Соцсети,21.11.2024,10,5,26.11.2024,18.01.2025,53,58,Бывший клиент,Южный,Елена,Нет,,Нет,0.5,0.718,1,0.702,3.62,0.00684,0
501,Ученик_501,14,03.08.2011,79442839009,student501@example.com,Ольга,Давно знаю,30.08.2024,7,6,08.09.2024,22.11.2024,75,84,Клиент,Северный,,Да,vk.com/id123,Да,0.538,0.779,0,0.299,2.75,-0.03889,1
502,Ученик_502,14,01.04.2012,79081635326,student502@example.com,Анна,Сайт,23.09.2024,8,6,27.09.2024,14.12.2024,78,82,Клиент,Южный,,Нет,,Нет,0.7,0.811,0,0.228,3.78,0.00366,0
503,Ученик_503,13,05.08.2012,79801179178,student503@example.com,Ольга,Сайт,22.09.2024,4,4,25.09.2024,19.11.2024,55,58,Клиент,Южный,,Нет,vk.com/id123,Нет,0.3,0.75,0,0.436,3.05,-0.0006,0
504,Ученик_504,13,29.12.2012,79246109712,student504@example.com,Анна,Соцсети,30.01.2025,7,7,12.02.2025,02.04.2025,49,62,Бывший клиент,Основной,,Да,,Нет,0.05,0.727,1,0.943,2.23,-0.01127,1
505,Ученик_505,17,25.05.2008,79659091699,student505@example.com,Анна,Сайт,15.02.2026,4,4,18.02.2026,15.04.2026,56,59,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.681,0.895,0,0.235,3.47,0.00174,0
506,Ученик_506,12,02.07.2013,79964350290,student506@example.com,Дмитрий,Давно знаю,14.12.2024,3,3,27.12.2024,24.02.2025,59,72,Клиент,Южный,Елена,Нет,,Нет,0.399,0.835,0,0.32,3.37,-0.00451,0
507,Ученик_507,12,28.07.2013,79513592269,student507@example.com,Ольга,Реклама,19.07.2025,6,5,20.07.2025,19.09.2025,61,62,Бывший клиент,Южный,Елена,Да,vk.com/id123,Да,0.5,0.711,1,0.739,3.57,0.01412,0
508,Ученик_508,11,10.10.2014,79740034196,student508@example.com,Анна,Соцсети,23.11.2025,5,3,29.11.2025,11.02.2026,74,80,Бывший клиент,Основной,Елена,Да,,Да,0.5,0.821,1,0.657,2.55,-0.03353,1
509,Ученик_509,15,20.12.2010,79589015467,student509@example.com,Юлиана,Соцсети,24.06.2024,9,5,25.06.2024,07.08.2024,43,44,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.379,0.537,1,0.868,2.63,-0.0327,1
510,Ученик_510,15,08.08.2010,79226057528,student510@example.com,Ольга,Друг,18.04.2025,4,4,26.04.2025,14.06.2025,49,57,Клиент,Северный,Елена,Нет,,Нет,0.378,0.806,0,0.386,1.48,-0.00952,1
511,Ученик_511,12,27.09.2013,79874230575,student511@example.com,Дмитрий,Сайт,26.12.2024,7,6,02.01.2025,08.03.2025,65,72,Клиент,Основной,,Да,vk.com/id123,Нет,0.3,0.897,0,0.253,3.2,0.0015,0
512,Ученик_512,11,06.12.2014,79507865951,student512@example.com,Дмитрий,Друг,10.12.2025,4,3,14.12.2025,16.01.2026,33,37,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.7,0.862,0,0.137,3.28,-0.00533,0
513,Ученик_513,11,24.07.2014,79603591560,student513@example.com,Ольга,Реклама,06.11.2025,7,6,16.11.2025,19.01.2026,64,74,Бывший клиент,Южный,Елена,Нет,,Нет,0.122,0.689,1,0.833,2.3,0.01056,1
514,Ученик_514,14,15.02.2012,79900839013,student514@example.com,Юлиана,Реклама,17.02.2026,9,5,20.02.2026,08.05.2026,77,80,Бывший клиент,Южный,,Нет,,Нет,0.264,0.526,1,0.939,1.0,-0.0,1
515,Ученик_515,11,16.10.2014,79021298026,student515@example.com,Ольга,Сайт,29.09.2024,3,3,08.10.2024,27.12.2024,80,89,Клиент,Северный,Елена,Нет,,Нет,0.948,0.768,0,0.0,2.73,-0.01954,1
516,Ученик_516,10,23.04.2015,79349063037,student516@example.com,Анна,Друг,02.10.2024,7,5,08.10.2024,20.11.2024,43,49,Клиент,Южный,Елена,Да,,Да,0.917,0.8,0,0.0,1.9,-0.01152,1
517,Ученик_517,11,20.08.2014,79932284555,student517@example.com,Дмитрий,Давно знаю,15.06.2025,9,7,26.06.2025,12.08.2025,47,58,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.394,0.702,0,0.439,2.93,-0.02957,1
518,Ученик_518,13,15.10.2012,79368965063,student518@example.com,Дмитрий,Соцсети,28.04.2024,3,3,02.05.2024,29.06.2024,58,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,0.05,0.647,1,0.981,2.82,0.00536,0
519,Ученик_519,14,07.05.2011,79953151819,student519@example.com,Ольга,Сайт,29.04.2025,9,5,07.05.2025,09.06.2025,33,41,Бывший клиент,Северный,Елена,Нет,,Нет,0.5,0.629,1,0.826,3.33,-0.00903,0
520,Ученик_520,10,02.10.2015,79781439680,student520@example.com,Дмитрий,Друг,18.12.2024,8,6,23.12.2024,24.02.2025,63,68,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.7,0.724,0,0.225,4.77,-0.00033,0
521,Ученик_521,13,12.04.2012,79943487251,student521@example.com,Анна,Давно знаю,05.05.2024,9,7,10.05.2024,11.06.2024,32,37,Клиент,Северный,,Да,vk.com/id123,Нет,0.3,0.811,0,0.231,2.4,-0.0,1
522,Ученик_522,10,22.03.2016,79332184213,student522@example.com,Юлиана,Соцсети,18.05.2025,3,3,28.05.2025,15.07.2025,48,58,Клиент,Основной,,Да,vk.com/id123,Да,0.7,0.692,0,0.338,4.07,-0.00454,0
523,Ученик_523,11,11.11.2014,79712480457,student523@example.com,Анна,Соцсети,25.01.2025,4,2,01.02.2025,26.04.2025,84,91,Бывший клиент,Северный,,Да,vk.com/id123,Нет,0.265,0.82,1,0.759,1.24,-0.00733,1
524,Ученик_524,12,21.10.2013,79145078524,student524@example.com,Дмитрий,Соцсети,10.02.2026,4,3,13.02.2026,20.04.2026,66,69,Бывший клиент,Южный,Елена,Нет,,Нет,0.173,0.609,1,0.973,2.59,0.00231,0
525,Ученик_525,12,07.06.2013,79975948807,student525@example.com,Дмитрий,Друг,26.07.2025,10,7,06.08.2025,04.10.2025,59,70,Бывший клиент,Северный,Елена,Нет,,Нет,0.5,0.798,1,0.662,3.87,-0.00945,0
526,Ученик_526,16,11.12.2009,79167200433,student526@example.com,Дмитрий,Давно знаю,26.02.2026,10,8,10.03.2026,18.05.2026,69,81,Клиент,Северный,Елена,Нет,,Нет,0.493,0.918,0,0.212,3.88,0.00156,0
527,Ученик_527,10,12.07.2015,79321704344,student527@example.com,Ольга,Реклама,18.10.2025,9,6,26.10.2025,17.12.2025,52,60,Клиент,Основной,,Да,,Да,0.7,0.673,0,0.323,3.17,0.00044,0
528,Ученик_528,15,08.11.2010,79442098017,student528@example.com,Анна,Друг,03.10.2025,11,7,05.10.2025,19.12.2025,75,77,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.618,0.797,0,0.259,3.62,-0.01989,0
529,Ученик_529,13,29.11.2012,79453376084,student529@example.com,Дмитрий,Реклама,04.09.2024,9,9,16.09.2024,01.11.2024,46,58,Клиент,Южный,Елена,Да,,Нет,0.838,0.83,0,0.0,4.59,-0.01603,0
530,Ученик_530,11,27.05.2014,79201864129,student530@example.com,Ольга,Сайт,05.04.2024,4,2,10.04.2024,14.05.2024,34,39,Бывший клиент,Основной,Елена,Нет,,Нет,0.219,0.52,1,0.975,1.0,-0.0,1
531,Ученик_531,12,08.11.2013,79201637382,student531@example.com,Дмитрий,Давно знаю,28.02.2025,6,3,09.03.2025,10.04.2025,32,41,Бывший клиент,Северный,Елена,Нет,,Нет,0.248,0.57,1,0.966,1.01,-0.00071,1
532,Ученик_532,11,11.03.2015,79134259822,student532@example.com,Юлиана,Друг,09.03.2025,6,1,10.03.2025,03.06.2025,85,86,Бывший клиент,Южный,,Да,,Да,0.075,0.475,1,1.0,1.34,-0.00798,1
533,Ученик_533,16,02.04.2010,79367126134,student533@example.com,Юлиана,Реклама,14.12.2025,8,7,21.12.2025,10.02.2026,51,58,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.263,0.785,1,0.856,3.5,0.00671,0
534,Ученик_534,10,24.07.2015,79905750942,student534@example.com,Дмитрий,Сайт,24.03.2025,8,8,01.04.2025,13.06.2025,73,81,Клиент,Основной,Елена,Да,,Нет,0.402,0.924,0,0.199,2.75,-0.00918,0
535,Ученик_535,13,17.09.2012,79889328868,student535@example.com,Дмитрий,Давно знаю,01.06.2025,11,5,11.06.2025,22.07.2025,41,51,Бывший клиент,Основной,,Нет,,Нет,0.459,0.449,1,0.885,2.43,-0.02364,1
536,Ученик_536,14,06.04.2011,79792012381,student536@example.com,Дмитрий,Реклама,07.07.2025,11,6,17.07.2025,27.09.2025,72,82,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.218,0.501,1,1.0,1.15,-0.00273,1
537,Ученик_537,13,16.02.2013,79170307732,student537@example.com,Анна,Друг,01.01.2026,3,0,14.01.2026,23.03.2026,68,81,Бывший клиент,Южный,Елена,Нет,,Нет,0.05,0.54,1,1.0,1.0,0.0,1
538,Ученик_538,15,29.06.2010,79387005172,student538@example.com,Юлиана,Друг,12.08.2025,8,7,26.08.2025,21.10.2025,56,70,Клиент,Основной,,Нет,vk.com/id123,Нет,0.7,0.878,0,0.142,4.45,0.00417,0
539,Ученик_539,12,15.12.2013,79179701810,student539@example.com,Анна,Давно знаю,19.09.2025,3,2,25.09.2025,16.12.2025,82,88,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.3,0.845,0,0.356,2.15,0.01111,1
540,Ученик_540,12,15.09.2013,79398786278,student540@example.com,Юлиана,Реклама,15.04.2024,8,6,27.04.2024,27.06.2024,61,73,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.969,0.799,0,0.0,4.44,0.00723,0
541,Ученик_541,10,24.07.2015,79692107026,student541@example.com,Ольга,Давно знаю,06.08.2025,6,5,14.08.2025,07.10.2025,54,62,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,0.476,0.843,1,0.656,1.44,-0.00792,1
542,Ученик_542,15,11.02.2011,79787255513,student542@example.com,Дмитрий,Реклама,08.07.2024,7,7,14.07.2024,10.10.2024,88,94,Клиент,Основной,,Нет,,Нет,0.7,0.823,0,0.158,3.98,0.00446,0
543,Ученик_543,10,24.09.2015,79600248296,student543@example.com,Анна,Сайт,15.05.2025,10,10,17.05.2025,19.07.2025,63,65,Клиент,Северный,,Да,,Да,0.671,0.868,0,0.22,1.6,-0.00536,1
544,Ученик_544,11,29.07.2014,79295627385,student544@example.com,Анна,Реклама,23.08.2024,4,3,31.08.2024,06.10.2024,36,44,Клиент,Южный,Елена,Нет,,Нет,0.406,0.693,0,0.4,3.4,0.00116,0
545,Ученик_545,17,27.06.2008,79879843968,student545@example.com,Юлиана,Реклама,18.01.2026,3,2,30.01.2026,27.03.2026,56,68,Клиент,Северный,Елена,Нет,,Нет,0.331,0.845,0,0.303,3.5,0.2,0
546,Ученик_546,15,17.08.2010,79344342661,student546@example.com,Дмитрий,Давно знаю,12.08.2025,11,9,17.08.2025,25.10.2025,69,74,Клиент,Южный,Елена,Да,,Нет,0.425,0.822,0,0.273,3.32,-0.02113,1
547,Ученик_547,10,04.07.2015,79658245879,student547@example.com,Анна,Соцсети,20.04.2024,5,3,27.04.2024,14.07.2024,78,85,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.99,0.848,0,0.0,2.0,-0.02667,1
548,Ученик_548,12,12.05.2013,79191811951,student548@example.com,Юлиана,Сайт,03.06.2024,5,4,13.06.2024,29.07.2024,46,56,Клиент,Основной,,Да,vk.com/id123,Нет,0.594,0.723,0,0.361,3.1,-0.00469,0
549,Ученик_549,12,31.07.2013,79564596387,student549@example.com,Юлиана,Реклама,27.07.2025,8,5,05.08.2025,16.09.2025,42,51,Клиент,Южный,,Нет,,Нет,0.439,0.826,0,0.312,2.58,-0.04524,1
550,Ученик_550,14,26.11.2011,79704105516,student550@example.com,Ольга,Давно знаю,02.05.2024,4,3,15.05.2024,26.06.2024,42,55,Бывший клиент,Северный,,Да,vk.com/id123,Нет,0.05,0.697,1,0.857,2.41,0.00474,1
551,Ученик_551,13,24.02.2013,79852818991,student551@example.com,Юлиана,Соцсети,19.07.2024,6,6,24.07.2024,05.10.2024,73,78,Клиент,Южный,Елена,Нет,,Нет,0.489,0.917,0,0.223,3.58,-0.00186,0
552,Ученик_552,12,25.05.2013,79231820924,student552@example.com,Юлиана,Сайт,12.09.2024,10,6,19.09.2024,14.12.2024,86,93,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.364,0.571,1,0.854,1.37,-0.00846,1
553,Ученик_553,14,09.12.2011,79801127771,student553@example.com,Дмитрий,Друг,20.09.2025,4,3,03.10.2025,29.11.2025,57,70,Клиент,Основной,,Да,vk.com/id123,Да,0.7,0.734,0,0.296,2.53,-0.02879,1
554,Ученик_554,10,14.06.2015,79179110141,student554@example.com,Дмитрий,Сайт,29.03.2025,7,7,30.03.2025,19.06.2025,81,82,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.7,0.873,0,0.235,3.57,-0.02362,0
555,Ученик_555,10,21.07.2015,79969035860,student555@example.com,Анна,Сайт,27.04.2024,10,7,03.05.2024,23.07.2024,81,87,Бывший клиент,Северный,Елена,Нет,,Нет,0.072,0.607,1,1.0,1.86,0.01137,1
556,Ученик_556,17,22.10.2008,79653278884,student556@example.com,Дмитрий,Сайт,07.01.2026,6,2,11.01.2026,26.02.2026,46,50,Клиент,Основной,Елена,Нет,,Нет,0.7,0.684,0,0.322,3.98,0.00663,0
557,Ученик_557,10,17.12.2015,79426372748,student557@example.com,Ольга,Соцсети,16.11.2024,5,5,19.11.2024,20.01.2025,62,65,Клиент,Основной,Елена,Нет,,Нет,0.923,0.912,0,0.0,4.4,0.00089,0
558,Ученик_558,10,11.11.2015,79322481128,student558@example.com,Юлиана,Друг,20.02.2025,4,4,06.03.2025,28.04.2025,53,67,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.793,0.791,0,0.0,3.82,0.00505,0
559,Ученик_559,13,26.10.2012,79494318319,student559@example.com,Ольга,Давно знаю,28.03.2025,6,4,06.04.2025,28.05.2025,52,61,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,0.099,0.686,1,0.948,1.0,-0.0,1
560,Ученик_560,11,21.11.2014,79612555926,student560@example.com,Анна,Сайт,21.10.2025,6,5,22.10.2025,26.11.2025,35,36,Клиент,Северный,,Нет,vk.com/id123,Нет,0.3,0.824,0,0.374,1.6,-0.01791,1
561,Ученик_561,10,15.12.2015,79639124632,student561@example.com,Ольга,Давно знаю,24.06.2025,4,4,30.06.2025,21.09.2025,83,89,Клиент,Южный,Елена,Да,,Нет,0.7,0.776,0,0.282,4.37,-0.00279,0
562,Ученик_562,11,14.06.2014,79944670002,student562@example.com,Юлиана,Соцсети,16.05.2025,8,5,20.05.2025,19.07.2025,60,64,Клиент,Северный,Елена,Нет,,Нет,0.694,0.807,0,0.307,3.75,-0.01054,0
563,Ученик_563,13,03.02.2013,79327258676,student563@example.com,Юлиана,Реклама,03.04.2024,8,8,05.04.2024,11.06.2024,67,69,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.929,0.974,0,0.0,4.85,0.00275,0
564,Ученик_564,15,04.07.2010,79723310328,student564@example.com,Анна,Друг,06.01.2025,3,3,15.01.2025,04.04.2025,79,88,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.984,0.767,0,0.0,2.24,-0.02308,1
565,Ученик_565,10,20.08.2015,79158927104,student565@example.com,Юлиана,Друг,20.01.2026,6,6,30.01.2026,07.03.2026,36,46,Клиент,Основной,,Нет,,Нет,0.3,0.95,0,0.204,3.24,0.01069,0
566,Ученик_566,14,06.08.2011,79427915151,student566@example.com,Юлиана,Друг,06.12.2025,9,9,10.12.2025,20.01.2026,41,45,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.7,0.95,0,0.139,4.0,0.01363,0
567,Ученик_567,14,14.04.2011,79700346424,student567@example.com,Анна,Реклама,08.02.2026,4,2,20.02.2026,21.04.2026,60,72,Бывший клиент,Южный,Елена,Да,,Да,0.3,0.778,1,0.463,2.27,0.00976,1
568,Ученик_568,17,26.05.2008,79347260600,student568@example.com,Анна,Друг,15.08.2024,10,7,22.08.2024,01.11.2024,71,78,Клиент,Южный,,Нет,,Нет,0.61,0.794,0,0.343,3.03,-0.02404,1
569,Ученик_569,14,20.02.2012,79344390192,student569@example.com,Дмитрий,Давно знаю,12.01.2025,7,4,22.01.2025,24.03.2025,61,71,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.214,0.659,1,0.82,2.79,0.00294,0
570,Ученик_570,12,24.03.2014,79472944000,student570@example.com,Анна,Сайт,01.06.2024,3,2,10.06.2024,29.07.2024,49,58,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.896,0,0.383,3.07,-0.07923,1
571,Ученик_571,13,07.12.2012,79260971128,student571@example.com,Ольга,Реклама,27.05.2024,9,7,30.05.2024,15.08.2024,77,80,Клиент,Южный,,Да,vk.com/id123,Нет,0.639,0.798,0,0.262,3.91,0.0019,0
572,Ученик_572,17,10.11.2008,79505936741,student572@example.com,Ольга,Давно знаю,02.08.2025,8,5,16.08.2025,22.09.2025,37,51,Бывший клиент,Основной,Елена,Да,,Да,0.264,0.533,1,0.876,2.2,0.04706,1
573,Ученик_573,11,04.07.2014,79668986243,student573@example.com,Анна,Реклама,29.05.2024,9,8,11.06.2024,04.08.2024,54,67,Клиент,Южный,Елена,Нет,,Нет,0.3,0.751,0,0.328,3.03,-0.00945,0
574,Ученик_574,14,16.04.2011,79064542674,student574@example.com,Дмитрий,Давно знаю,04.02.2025,11,10,16.02.2025,03.05.2025,76,88,Клиент,Северный,Елена,Да,,Нет,0.363,0.904,0,0.275,2.82,-0.00989,0
575,Ученик_575,16,15.04.2009,79709069927,student575@example.com,Ольга,Друг,23.09.2025,4,4,02.10.2025,30.12.2025,89,98,Бывший клиент,Северный,,Да,vk.com/id123,Да,0.5,0.566,1,0.844,1.87,-0.01329,1
576,Ученик_576,13,03.05.2012,79408774805,student576@example.com,Юлиана,Сайт,17.12.2024,5,5,31.12.2024,06.03.2025,65,79,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,0.05,0.837,1,0.822,2.02,0.02525,1
577,Ученик_577,13,14.02.2013,79537569722,student577@example.com,Дмитрий,Сайт,19.11.2024,8,7,01.12.2024,15.01.2025,45,57,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.979,0.832,0,0.0,5.0,0.0,0
578,Ученик_578,16,07.04.2009,79526061386,student578@example.com,Юлиана,Давно знаю,28.08.2025,6,2,10.09.2025,29.10.2025,49,62,Бывший клиент,Северный,,Нет,,Нет,0.281,0.446,1,0.897,2.67,7e-05,0
579,Ученик_579,10,26.03.2016,79538214657,student579@example.com,Ольга,Сайт,07.10.2024,11,9,12.10.2024,26.11.2024,45,50,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.509,0.762,0,0.27,3.4,0.00192,0
580,Ученик_580,16,21.05.2009,79162895422,student580@example.com,Дмитрий,Сайт,21.04.2025,10,8,02.05.2025,01.07.2025,60,71,Клиент,Северный,Елена,Да,,Нет,0.491,0.719,0,0.362,3.68,-0.00172,0
581,Ученик_581,13,04.05.2012,79615145139,student581@example.com,Юлиана,Реклама,10.02.2025,9,6,19.02.2025,11.04.2025,51,60,Клиент,Основной,Елена,Да,,Нет,0.531,0.86,0,0.205,2.98,-0.01054,1
582,Ученик_582,14,29.10.2011,79623876967,student582@example.com,Ольга,Друг,06.09.2024,5,4,16.09.2024,31.10.2024,45,55,Бывший клиент,Южный,Елена,Да,vk.com/id123,Нет,0.16,0.652,1,0.868,3.02,0.00455,0
583,Ученик_583,13,23.12.2012,79704623475,student583@example.com,Ольга,Реклама,23.08.2024,6,6,28.08.2024,15.11.2024,79,84,Клиент,Южный,Елена,Да,,Нет,0.3,0.879,0,0.252,2.9,0.00228,0
584,Ученик_584,15,26.10.2010,79945034428,student584@example.com,Юлиана,Давно знаю,15.08.2025,3,0,29.08.2025,17.11.2025,80,94,Клиент,Северный,,Да,vk.com/id123,Да,0.339,0.705,0,0.448,2.35,-0.00392,1
585,Ученик_585,15,02.11.2010,79198370042,student585@example.com,Ольга,Соцсети,10.03.2025,3,3,11.03.2025,28.04.2025,48,49,Клиент,Основной,,Да,vk.com/id123,Нет,0.3,0.805,0,0.401,2.58,0.0147,0
586,Ученик_586,13,27.05.2012,79738066391,student586@example.com,Ольга,Друг,09.02.2026,4,2,22.02.2026,17.04.2026,54,67,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.3,0.871,0,0.259,2.22,-0.00803,1
587,Ученик_587,13,18.04.2012,79197543237,student587@example.com,Анна,Соцсети,09.04.2024,6,6,11.04.2024,18.05.2024,37,39,Клиент,Северный,Елена,Нет,,Нет,0.885,0.775,0,0.0,4.7,-0.00473,0
588,Ученик_588,15,26.01.2011,79993678354,student588@example.com,Анна,Реклама,07.06.2025,8,7,13.06.2025,24.07.2025,41,47,Клиент,Северный,,Нет,vk.com/id123,Нет,0.866,0.741,0,0.0,4.82,-0.00232,0
589,Ученик_589,12,13.12.2013,79738586956,student589@example.com,Анна,Реклама,28.04.2025,4,3,08.05.2025,16.07.2025,69,79,Клиент,Северный,,Нет,,Нет,0.822,0.826,0,0.0,4.2,-0.01119,0
590,Ученик_590,14,01.12.2011,79423216102,student590@example.com,Дмитрий,Соцсети,24.11.2024,9,7,28.11.2024,13.01.2025,46,50,Клиент,Южный,Елена,Нет,,Нет,0.3,0.728,0,0.376,2.33,-0.00835,1
591,Ученик_591,16,18.06.2009,79887995334,student591@example.com,Юлиана,Друг,25.05.2024,5,5,29.05.2024,24.07.2024,56,60,Клиент,Основной,Елена,Нет,,Нет,0.99,0.776,0,0.0,4.32,-0.00651,0
592,Ученик_592,13,01.12.2012,79203850254,student592@example.com,Дмитрий,Друг,16.02.2025,8,6,25.02.2025,30.03.2025,33,42,Клиент,Северный,Елена,Да,,Нет,0.549,0.834,0,0.303,3.5,-0.01659,0
593,Ученик_593,10,01.11.2015,79740831347,student593@example.com,Дмитрий,Сайт,02.06.2025,4,3,10.06.2025,28.07.2025,48,56,Клиент,Южный,,Нет,vk.com/id123,Нет,0.549,0.809,0,0.238,3.5,-0.00529,0
